date,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
14-06-2025,South West Delhi,110061,3,0,0,0,0,0,0
14-06-2025,South West Delhi,110064,1,0,0,0,0,16,38
14-06-2025,South West Delhi,110066,1,0,0,0,0,0,0
14-06-2025,South West Delhi,110067,0,2,0,0,0,0,0
14-06-2025,South West Delhi,110070,2,2,0,0,0,14,16
14-06-2025,South West Delhi,110071,4,1,0,0,0,14,4
14-06-2025,South West Delhi,110073,3,0,0,0,0,18,12
14-06-2025,South West Delhi,110075,2,3,0,0,0,10,22
14-06-2025,South West Delhi,110077,3,2,0,0,0,10,7
14-06-2025,South West Delhi,110078,7,1,0,0,0,42,50
14-06-2025,West Delhi,110015,3,1,0,0,0,20,42
14-06-2025,West Delhi,110018,4,1,0,0,0,46,108
14-06-2025,West Delhi,110027,6,2,0,0,0,0,0
14-06-2025,West Delhi,110041,11,4,0,0,0,0,0
14-06-2025,West Delhi,110043,0,2,0,0,0,0,3
14-06-2025,West Delhi,110058,2,1,0,0,0,13,8
14-06-2025,West Delhi,110059,36,14,0,0,0,134,258
14-06-2025,West Delhi,110063,3,0,0,0,0,5,14
14-06-2025,West Delhi,110087,1,0,0,0,0,0,0
14-09-2025,Central Delhi,110002,1,0,0,0,4,0,0
14-09-2025,Central Delhi,110003,1,0,0,1,4,2,8
14-09-2025,Central Delhi,110008,1,1,0,2,13,0,0
14-09-2025,East Delhi,110032,0,1,0,2,10,0,6
14-09-2025,East Delhi,110051,1,0,0,1,12,9,2
14-09-2025,East Delhi,110091,7,0,0,5,39,0,0
14-09-2025,East Delhi,110092,10,1,0,3,56,46,28
14-09-2025,East Delhi,110095,9,0,0,2,11,12,40
14-09-2025,East Delhi,110096,4,6,0,7,49,46,42
14-09-2025,North Delhi,110006,2,1,0,4,20,12,14
14-09-2025,North Delhi,110007,1,0,0,1,15,30,24
14-09-2025,North Delhi,110084,3,1,0,8,43,0,0
14-09-2025,North East,110053,4,0,0,0,12,0,0
14-09-2025,North East,110094,8,1,0,3,14,0,0
14-09-2025,North East Delhi,110032,1,3,0,2,13,30,32
14-09-2025,North East Delhi,110053,1,1,0,3,38,28,30
14-09-2025,North East Delhi,110093,5,2,0,3,21,22,22
14-09-2025,North East Delhi,110094,11,6,0,10,89,0,0
14-09-2025,North West Delhi,110009,1,0,0,1,9,8,6
14-09-2025,North West Delhi,110033,0,1,0,6,18,0,0
14-09-2025,North West Delhi,110034,1,0,0,2,33,0,0
14-09-2025,North West Delhi,110035,3,0,0,0,9,24,14
14-09-2025,North West Delhi,110036,2,2,0,6,13,78,30
14-09-2025,North West Delhi,110040,0,1,0,5,18,0,0
14-09-2025,North West Delhi,110042,5,2,0,6,36,44,56
14-09-2025,North West Delhi,110052,4,2,0,7,21,38,34
14-09-2025,North West Delhi,110081,2,0,0,2,18,5,1
14-09-2025,North West Delhi,110082,1,0,0,0,3,1,1
14-09-2025,North West Delhi,110083,1,0,0,0,6,0,0
14-09-2025,North West Delhi,110085,9,0,0,7,33,0,0
14-09-2025,North West Delhi,110086,3,0,0,14,82,44,60
14-09-2025,North West Delhi,110094,1,0,0,0,2,0,4
14-09-2025,Shahdara,110032,2,0,0,6,25,2,2
14-09-2025,Shahdara,110093,1,0,0,1,7,0,1
14-09-2025,Shahdara,110095,1,0,0,1,11,1,2
14-09-2025,South Delhi,110003,0,1,0,0,1,0,0
14-09-2025,South Delhi,110013,2,0,0,1,3,2,6
14-09-2025,South Delhi,110014,1,0,0,1,2,0,0
14-09-2025,South Delhi,110019,2,0,0,3,26,0,0
14-09-2025,South Delhi,110020,4,1,0,1,12,26,18
14-09-2025,South Delhi,110025,3,4,0,2,19,22,14
14-09-2025,South Delhi,110044,19,6,0,10,72,61,62
14-09-2025,South Delhi,110062,7,3,0,6,49,0,0
14-09-2025,South Delhi,110065,3,0,0,1,7,0,4
14-09-2025,South Delhi,110076,5,3,0,0,11,22,22
14-09-2025,South West Delhi,110010,2,0,0,2,5,0,0
14-09-2025,South West Delhi,110021,1,0,0,0,1,0,2
14-09-2025,South West Delhi,110037,1,1,0,5,19,6,6
14-09-2025,South West Delhi,110038,1,0,0,1,4,0,0
14-09-2025,South West Delhi,110045,9,4,0,5,39,0,0
14-09-2025,South West Delhi,110046,1,1,0,5,16,0,0
14-09-2025,South West Delhi,110077,1,0,0,3,16,0,0
14-09-2025,South West Delhi,110078,2,0,0,5,14,0,0
14-09-2025,West Delhi,110015,1,0,0,1,12,14,16
14-09-2025,West Delhi,110018,1,2,0,2,27,0,0
14-09-2025,West Delhi,110027,2,0,0,5,10,12,12
14-09-2025,West Delhi,110041,4,1,0,12,53,15,20
14-09-2025,West Delhi,110059,9,4,0,16,111,28,40
14-09-2025,West Delhi,110063,1,0,0,1,13,6,6
14-09-2025,West Delhi,110087,0,1,0,1,10,0,0
14-11-2025,Central Delhi,110002,1,1,0,0,0,0,0
14-11-2025,Central Delhi,110003,0,0,3,1,17,10,10
14-11-2025,Central Delhi,110005,1,0,0,0,35,10,19
14-11-2025,Central Delhi,110008,7,3,0,5,51,0,0
14-11-2025,Central Delhi,110012,4,0,0,0,4,14,10
14-11-2025,Central Delhi,110055,2,0,0,1,27,24,15
14-11-2025,East Delhi,110031,5,0,0,2,29,20,34
14-11-2025,East Delhi,110051,4,3,0,2,96,56,76
14-11-2025,East Delhi,110053,1,0,0,0,2,0,0
14-11-2025,East Delhi,110091,10,2,0,0,0,0,0
14-11-2025,East Delhi,110092,13,1,1,0,0,0,0
14-11-2025,East Delhi,110095,6,1,0,4,21,28,36
14-11-2025,East Delhi,110096,5,1,0,12,62,22,33
14-11-2025,Najafgarh,110043,0,1,0,0,0,0,0
14-11-2025,New Delhi,110001,1,1,0,0,0,0,0
14-11-2025,North Delhi,110006,7,2,0,3,48,0,0
14-11-2025,North Delhi,110007,5,1,0,0,0,0,0
14-11-2025,North Delhi,110054,1,2,0,1,19,4,17
14-11-2025,North Delhi,110084,8,2,0,6,166,72,68
14-11-2025,North East,110053,4,2,0,0,21,0,0
14-11-2025,North East,110093,3,0,0,0,16,4,54
14-11-2025,North East,110094,7,0,0,0,52,8,37
14-11-2025,North East Delhi,110032,5,1,0,3,9,0,0
14-11-2025,North East Delhi,110053,12,0,0,7,88,0,0
14-11-2025,North East Delhi,110090,0,1,0,0,0,0,0
14-11-2025,North East Delhi,110093,8,5,0,6,49,45,46
14-11-2025,North East Delhi,110094,11,3,1,0,0,0,0
14-11-2025,North West Delhi,110009,2,0,0,2,70,22,32
14-11-2025,North West Delhi,110033,10,2,0,2,44,31,66
14-11-2025,North West Delhi,110034,6,0,3,0,0,0,0
14-11-2025,North West Delhi,110035,3,1,0,4,19,12,16
14-11-2025,North West Delhi,110036,5,2,0,3,18,0,0
14-11-2025,North West Delhi,110039,8,2,0,10,37,20,43
14-11-2025,North West Delhi,110040,3,3,1,5,69,21,40
14-11-2025,North West Delhi,110042,23,5,0,28,168,140,178
14-11-2025,North West Delhi,110052,4,1,0,6,51,31,37
14-11-2025,North West Delhi,110056,1,0,0,0,1,0,0
14-11-2025,North West Delhi,110081,7,4,0,0,0,0,0
14-11-2025,North West Delhi,110082,3,0,0,0,16,0,0
14-11-2025,North West Delhi,110083,1,1,0,3,15,18,16
14-11-2025,North West Delhi,110085,3,0,0,24,204,60,104
14-11-2025,North West Delhi,110086,21,3,0,19,140,137,171
14-11-2025,North West Delhi,110089,2,0,0,0,0,0,0
14-11-2025,Shahdara,110032,1,1,3,3,40,4,6
14-11-2025,Shahdara,110053,0,1,0,1,7,1,1
14-11-2025,Shahdara,110093,1,1,0,0,30,2,10
14-11-2025,Shahdara,110095,0,1,0,3,27,1,5
14-11-2025,South Delhi,110013,2,0,1,4,20,8,6
14-11-2025,South Delhi,110014,1,1,0,2,38,18,30
14-11-2025,South Delhi,110016,0,0,1,1,11,8,2
14-11-2025,South Delhi,110017,6,0,4,0,0,0,0
14-11-2025,South Delhi,110019,7,2,1,7,82,28,38
14-11-2025,South Delhi,110020,1,0,1,2,27,23,16
14-11-2025,South Delhi,110024,4,0,0,2,38,18,18
14-11-2025,South Delhi,110025,8,2,0,7,50,33,39
14-11-2025,South Delhi,110030,4,0,0,0,39,23,25
14-11-2025,South Delhi,110044,25,4,0,4,109,0,0
14-11-2025,South Delhi,110047,2,2,0,1,5,5,14
14-11-2025,South Delhi,110048,1,0,1,0,14,4,10
14-11-2025,South Delhi,110049,2,0,0,0,22,4,9
14-11-2025,South Delhi,110062,22,3,0,0,0,0,0
14-11-2025,South Delhi,110065,0,1,0,0,0,0,0
14-11-2025,South Delhi,110068,2,1,0,1,22,10,7
14-11-2025,South Delhi,110074,0,2,0,6,88,66,72
14-11-2025,South Delhi,110076,3,0,1,0,25,28,19
14-11-2025,South Delhi,110080,2,3,0,0,0,0,0
14-11-2025,South East Delhi,110025,1,0,0,0,0,0,0
14-11-2025,South West Delhi,110010,0,1,0,3,8,36,9
14-11-2025,South West Delhi,110021,0,0,1,0,6,0,2
14-11-2025,South West Delhi,110022,3,0,0,0,0,0,0
14-11-2025,South West Delhi,110023,1,0,0,4,32,20,16
14-11-2025,South West Delhi,110028,4,1,0,1,18,8,5
14-11-2025,South West Delhi,110029,0,1,0,0,0,0,0
14-11-2025,South West Delhi,110037,6,0,0,0,0,0,0
14-11-2025,South West Delhi,110043,4,2,1,10,166,62,90
14-11-2025,South West Delhi,110045,9,0,1,20,138,88,98
14-11-2025,South West Delhi,110046,1,1,0,4,50,28,22
14-11-2025,South West Delhi,110057,0,0,1,0,0,0,0
14-11-2025,South West Delhi,110061,3,0,0,0,0,0,0
14-11-2025,South West Delhi,110064,3,1,1,6,30,4,14
14-11-2025,South West Delhi,110066,0,0,1,0,8,14,0
14-11-2025,South West Delhi,110070,1,0,0,4,28,0,0
14-11-2025,South West Delhi,110071,3,2,0,0,13,9,6
14-11-2025,South West Delhi,110072,1,1,0,1,9,0,0
14-11-2025,South West Delhi,110073,2,0,0,0,7,0,2
14-11-2025,South West Delhi,110075,2,0,0,0,0,0,0
14-11-2025,South West Delhi,110077,3,3,0,2,36,7,11
14-11-2025,South West Delhi,110078,4,0,0,7,46,20,13
14-11-2025,West Delhi,110015,3,1,0,5,35,22,27
14-11-2025,West Delhi,110018,7,4,1,24,190,74,70
14-11-2025,West Delhi,110026,0,1,0,1,8,0,0
14-11-2025,West Delhi,110027,2,1,0,2,48,14,31
14-11-2025,West Delhi,110041,10,3,0,26,206,120,154
14-11-2025,West Delhi,110043,3,0,0,4,14,10,14
14-11-2025,West Delhi,110058,3,1,0,0,20,5,5
14-11-2025,West Delhi,110059,20,6,0,23,217,67,99
14-11-2025,West Delhi,110063,4,1,0,8,29,15,17
14-11-2025,West Delhi,110087,1,0,0,4,34,16,26
15-03-2025,North West Delhi,110086,35,15,10,0,0,0,0
15-03-2025,West Delhi,110059,24,34,18,0,0,0,0
15-06-2025,Central Delhi,110005,2,0,0,0,0,6,14
15-06-2025,Central Delhi,110008,3,2,0,0,0,12,16
15-06-2025,Central Delhi,110012,2,0,0,0,0,0,10
15-06-2025,Central Delhi,110055,1,0,0,0,0,0,0
15-06-2025,East Delhi,110031,0,1,0,0,0,3,8
15-06-2025,East Delhi,110032,2,3,0,0,0,0,0
15-06-2025,East Delhi,110051,4,0,0,0,0,6,16
15-06-2025,East Delhi,110091,6,4,0,0,0,36,64
15-06-2025,East Delhi,110092,10,6,0,0,0,16,39
15-06-2025,East Delhi,110095,2,0,0,0,0,4,8
15-06-2025,East Delhi,110096,3,3,0,0,0,0,0
15-06-2025,New Delhi,110001,1,0,0,0,0,0,0
15-06-2025,North Delhi,110006,0,1,0,0,0,0,0
15-06-2025,North Delhi,110007,3,0,0,0,0,0,0
15-06-2025,North Delhi,110084,3,1,0,0,0,6,24
15-06-2025,North East,110053,0,1,0,0,0,0,0
15-06-2025,North East,110093,1,1,0,0,0,0,0
15-06-2025,North East,110094,7,1,0,0,0,0,22
15-06-2025,North East Delhi,110032,0,3,0,0,0,12,9
15-06-2025,North East Delhi,110053,1,0,0,0,0,26,28
15-06-2025,North East Delhi,110094,6,7,0,0,0,30,56
15-06-2025,North West Delhi,110009,1,0,0,0,0,0,0
15-06-2025,North West Delhi,110033,3,3,0,0,0,4,13
15-06-2025,North West Delhi,110034,2,0,0,0,0,10,15
15-06-2025,North West Delhi,110035,5,0,0,0,0,0,0
15-06-2025,North West Delhi,110040,1,1,0,0,0,0,10
15-06-2025,North West Delhi,110042,3,2,0,0,0,0,0
15-06-2025,North West Delhi,110052,3,2,0,0,0,0,0
15-06-2025,North West Delhi,110081,1,0,0,0,0,0,0
15-06-2025,North West Delhi,110083,2,0,1,0,0,0,5
15-06-2025,North West Delhi,110085,3,1,0,0,0,9,19
15-06-2025,North West Delhi,110086,6,2,0,0,0,0,0
15-06-2025,North West Delhi,110088,1,0,0,0,0,4,18
15-06-2025,North West Delhi,110089,1,0,0,0,0,0,16
15-06-2025,Shahdara,110032,0,0,1,0,0,0,0
15-06-2025,Shahdara,110095,1,0,0,0,0,0,0
15-06-2025,South Delhi,110017,2,2,0,0,0,0,0
15-06-2025,South Delhi,110019,3,0,0,0,0,0,0
15-06-2025,South Delhi,110020,1,0,0,0,0,0,0
15-06-2025,South Delhi,110025,1,0,0,0,0,0,0
15-06-2025,South Delhi,110044,11,6,0,0,0,48,142
15-06-2025,South Delhi,110047,1,0,0,0,0,0,2
15-06-2025,South Delhi,110062,3,3,0,0,0,10,25
15-06-2025,South Delhi,110065,1,0,1,0,0,4,8
15-06-2025,South Delhi,110076,1,0,0,0,0,14,17
15-06-2025,South Delhi,110080,1,0,0,0,0,4,20
15-06-2025,South West Delhi,110038,1,0,0,0,0,0,0
15-06-2025,South West Delhi,110043,0,1,0,0,0,6,12
15-06-2025,South West Delhi,110045,4,1,0,0,0,0,0
15-06-2025,South West Delhi,110046,1,0,0,0,0,0,0
15-06-2025,South West Delhi,110057,0,1,0,0,0,0,6
15-06-2025,South West Delhi,110064,1,0,0,0,0,0,14
15-06-2025,South West Delhi,110067,0,1,0,0,0,0,4
15-06-2025,South West Delhi,110077,0,1,0,0,0,0,0
15-06-2025,South West Delhi,110078,1,0,0,0,0,0,0
15-06-2025,West Delhi,110015,3,1,0,0,0,2,4
15-06-2025,West Delhi,110018,3,1,0,0,0,16,14
15-06-2025,West Delhi,110027,0,1,0,0,0,2,12
15-06-2025,West Delhi,110041,4,3,1,0,0,22,36
15-06-2025,West Delhi,110058,1,0,0,0,0,0,0
15-06-2025,West Delhi,110059,4,3,0,0,0,20,66
15-09-2025,Central Delhi,110001,1,0,0,0,3,1,3
15-09-2025,Central Delhi,110002,4,0,0,1,18,0,0
15-09-2025,Central Delhi,110003,5,1,0,1,21,0,0
15-09-2025,Central Delhi,110005,6,2,3,9,48,50,56
15-09-2025,Central Delhi,110008,7,2,0,10,60,0,0
15-09-2025,Central Delhi,110011,1,0,0,0,1,0,2
15-09-2025,Central Delhi,110012,3,1,1,1,20,0,0
15-09-2025,Central Delhi,110055,5,2,0,1,21,0,0
15-09-2025,East Delhi,110031,11,3,0,9,63,60,60
15-09-2025,East Delhi,110032,3,0,0,0,31,1,21
15-09-2025,East Delhi,110051,7,4,0,7,54,24,37
15-09-2025,East Delhi,110053,1,0,0,1,5,0,0
15-09-2025,East Delhi,110091,14,4,1,15,91,94,116
15-09-2025,East Delhi,110092,14,5,1,17,127,51,89
15-09-2025,East Delhi,110094,0,1,0,0,0,0,2
15-09-2025,East Delhi,110095,7,2,0,7,28,96,118
15-09-2025,East Delhi,110096,5,2,0,18,76,80,82
15-09-2025,Najafgarh,110043,1,0,0,0,4,0,3
15-09-2025,North Delhi,110006,3,2,0,3,53,0,0
15-09-2025,North Delhi,110007,5,1,0,8,54,32,86
15-09-2025,North Delhi,110054,0,1,0,2,17,17,16
15-09-2025,North Delhi,110084,8,4,0,18,91,84,166
15-09-2025,North East,110053,8,0,0,3,33,10,160
15-09-2025,North East,110093,4,0,0,1,20,4,35
15-09-2025,North East,110094,6,3,1,2,41,14,182
15-09-2025,North East Delhi,110032,6,2,0,5,35,28,23
15-09-2025,North East Delhi,110053,27,2,0,32,106,226,220
15-09-2025,North East Delhi,110093,16,3,0,11,51,75,72
15-09-2025,North East Delhi,110094,22,22,0,45,197,338,318
15-09-2025,North West Delhi,110009,3,2,0,6,26,44,50
15-09-2025,North West Delhi,110033,6,2,0,14,78,48,62
15-09-2025,North West Delhi,110034,4,2,0,6,82,86,96
15-09-2025,North West Delhi,110035,1,0,0,2,32,0,0
15-09-2025,North West Delhi,110036,4,1,0,15,26,36,35
15-09-2025,North West Delhi,110039,5,6,0,7,28,60,52
15-09-2025,North West Delhi,110040,5,4,0,18,45,84,86
15-09-2025,North West Delhi,110042,11,1,0,18,120,0,0
15-09-2025,North West Delhi,110052,10,2,0,9,69,0,0
15-09-2025,North West Delhi,110081,12,0,0,3,35,0,0
15-09-2025,North West Delhi,110082,3,1,0,5,18,28,66
15-09-2025,North West Delhi,110083,6,0,0,4,25,26,62
15-09-2025,North West Delhi,110085,12,5,1,16,129,110,142
15-09-2025,North West Delhi,110086,28,4,0,25,166,106,170
15-09-2025,North West Delhi,110088,3,2,0,8,51,0,0
15-09-2025,North West Delhi,110089,2,0,0,0,16,14,54
15-09-2025,North West Delhi,110094,0,1,0,0,1,0,0
15-09-2025,Shahdara,110032,1,0,0,6,48,8,11
15-09-2025,Shahdara,110093,2,2,0,3,13,0,11
15-09-2025,South Delhi,110013,0,2,0,1,8,12,10
15-09-2025,South Delhi,110014,3,1,0,1,10,18,26
15-09-2025,South Delhi,110016,2,0,0,1,8,8,10
15-09-2025,South Delhi,110017,8,2,0,4,38,20,31
15-09-2025,South Delhi,110019,7,2,0,5,53,46,66
15-09-2025,South Delhi,110020,4,0,0,0,24,22,48
15-09-2025,South Delhi,110024,3,0,1,0,19,6,14
15-09-2025,South Delhi,110025,12,4,0,6,74,56,84
15-09-2025,South Delhi,110030,1,1,0,5,44,7,48
15-09-2025,South Delhi,110044,27,4,0,14,103,150,182
15-09-2025,South Delhi,110047,2,0,0,1,11,36,42
15-09-2025,South Delhi,110048,1,0,1,2,14,2,5
15-09-2025,South Delhi,110062,26,6,0,19,143,0,0
15-09-2025,South Delhi,110065,1,0,0,1,20,0,0
15-09-2025,South Delhi,110068,3,0,0,3,9,22,12
15-09-2025,South Delhi,110074,20,2,0,5,45,0,0
15-09-2025,South Delhi,110076,7,0,0,2,25,0,0
15-09-2025,South Delhi,110080,3,0,0,0,20,14,38
15-09-2025,South West Delhi,110010,3,1,0,3,7,16,18
15-09-2025,South West Delhi,110021,4,2,0,0,7,5,4
15-09-2025,South West Delhi,110022,4,0,0,4,14,14,22
15-09-2025,South West Delhi,110023,2,0,0,0,12,4,6
15-09-2025,South West Delhi,110028,1,1,0,2,12,8,14
15-09-2025,South West Delhi,110029,3,0,0,0,8,0,1
15-09-2025,South West Delhi,110037,4,0,1,8,34,20,22
15-09-2025,South West Delhi,110038,1,0,0,2,4,4,4
15-09-2025,South West Delhi,110043,9,6,0,11,86,0,0
15-09-2025,South West Delhi,110045,17,2,0,12,95,49,57
15-09-2025,South West Delhi,110046,3,1,0,5,35,26,16
15-09-2025,South West Delhi,110064,3,1,0,1,25,10,12
15-09-2025,South West Delhi,110067,1,2,0,2,14,10,6
15-09-2025,South West Delhi,110070,0,2,1,4,20,16,18
15-09-2025,South West Delhi,110071,3,1,0,2,15,24,34
15-09-2025,South West Delhi,110072,1,1,0,1,9,0,0
15-09-2025,South West Delhi,110073,1,0,0,0,6,2,4
15-09-2025,South West Delhi,110075,6,0,0,1,31,34,24
15-09-2025,South West Delhi,110077,7,0,0,7,46,0,0
15-09-2025,South West Delhi,110078,12,1,0,5,37,58,50
15-09-2025,West Delhi,110015,4,2,0,7,58,0,0
15-09-2025,West Delhi,110018,3,2,0,3,98,21,56
15-09-2025,West Delhi,110027,3,0,0,3,38,44,58
15-09-2025,West Delhi,110041,16,5,0,11,117,86,108
15-09-2025,West Delhi,110043,4,1,0,2,11,38,36
15-09-2025,West Delhi,110058,1,0,0,4,27,2,10
15-09-2025,West Delhi,110059,14,8,0,36,254,178,248
15-09-2025,West Delhi,110063,3,0,0,3,32,16,32
15-09-2025,West Delhi,110087,2,0,0,2,21,4,10
15-10-2025,Central Delhi,110002,4,0,0,2,11,17,21
15-10-2025,Central Delhi,110003,2,2,3,3,19,6,16
15-10-2025,Central Delhi,110005,5,0,1,5,40,28,44
15-10-2025,Central Delhi,110008,7,2,1,5,66,28,66
15-10-2025,Central Delhi,110055,4,1,0,4,27,14,38
15-10-2025,East Delhi,110031,5,3,0,5,53,0,0
15-10-2025,East Delhi,110032,0,1,0,0,0,0,0
15-10-2025,East Delhi,110051,7,2,0,3,52,42,86
15-10-2025,East Delhi,110053,2,0,0,1,5,2,10
15-10-2025,East Delhi,110091,7,1,0,0,0,0,0
15-10-2025,East Delhi,110092,13,1,0,15,134,56,100
15-10-2025,East Delhi,110095,10,1,0,0,0,0,0
15-10-2025,East Delhi,110096,6,1,0,16,106,0,0
15-10-2025,New Delhi,110001,0,1,0,1,11,0,0
15-10-2025,North Delhi,110006,7,2,0,0,0,0,0
15-10-2025,North Delhi,110007,3,0,0,5,35,17,23
15-10-2025,North Delhi,110054,1,0,0,0,0,0,0
15-10-2025,North Delhi,110084,11,3,0,16,106,32,50
15-10-2025,North East,110053,6,6,0,1,27,1,35
15-10-2025,North East,110093,3,1,0,0,0,0,0
15-10-2025,North East,110094,9,2,0,2,57,4,49
15-10-2025,North East Delhi,110032,7,0,0,6,24,31,27
15-10-2025,North East Delhi,110053,11,13,0,16,88,114,166
15-10-2025,North East Delhi,110093,5,0,0,15,54,64,54
15-10-2025,North East Delhi,110094,29,14,0,23,195,138,214
15-10-2025,North West Delhi,110009,2,2,2,6,27,26,38
15-10-2025,North West Delhi,110033,10,2,0,5,59,68,106
15-10-2025,North West Delhi,110034,7,1,2,0,0,0,0
15-10-2025,North West Delhi,110035,4,1,0,9,35,4,11
15-10-2025,North West Delhi,110036,5,1,0,6,26,23,27
15-10-2025,North West Delhi,110039,5,1,0,6,36,0,0
15-10-2025,North West Delhi,110040,4,0,1,9,51,0,0
15-10-2025,North West Delhi,110042,15,5,0,10,106,0,0
15-10-2025,North West Delhi,110052,7,0,0,6,50,0,0
15-10-2025,North West Delhi,110056,1,0,0,0,3,0,0
15-10-2025,North West Delhi,110081,5,1,0,2,45,0,0
15-10-2025,North West Delhi,110082,3,1,0,4,13,20,26
15-10-2025,North West Delhi,110083,6,2,0,8,28,0,0
15-10-2025,North West Delhi,110085,11,5,0,16,130,0,0
15-10-2025,North West Delhi,110086,25,9,0,21,186,0,0
15-10-2025,North West Delhi,110088,0,1,0,3,34,24,42
15-10-2025,Shahdara,110032,2,1,0,4,50,1,13
15-10-2025,Shahdara,110093,1,0,0,2,17,6,16
15-10-2025,Shahdara,110095,1,0,0,4,26,2,4
15-10-2025,South Delhi,110003,0,1,0,0,3,0,10
15-10-2025,South Delhi,110013,1,0,0,1,15,0,0
15-10-2025,South Delhi,110014,2,0,0,1,16,4,28
15-10-2025,South Delhi,110016,2,0,0,2,9,6,4
15-10-2025,South Delhi,110017,9,1,1,5,55,16,46
15-10-2025,South Delhi,110019,10,2,0,5,65,14,18
15-10-2025,South Delhi,110020,2,0,0,0,0,0,0
15-10-2025,South Delhi,110025,16,4,0,11,80,46,76
15-10-2025,South Delhi,110030,5,0,0,3,27,14,62
15-10-2025,South Delhi,110044,20,6,0,14,124,76,152
15-10-2025,South Delhi,110047,3,0,0,1,28,0,0
15-10-2025,South Delhi,110048,1,0,0,0,14,6,10
15-10-2025,South Delhi,110049,1,1,0,5,29,3,7
15-10-2025,South Delhi,110062,18,3,0,10,115,112,196
15-10-2025,South Delhi,110065,1,1,0,3,24,0,0
15-10-2025,South Delhi,110068,0,1,0,3,13,6,30
15-10-2025,South Delhi,110074,3,2,0,2,51,46,74
15-10-2025,South Delhi,110076,4,3,0,5,25,24,38
15-10-2025,South Delhi,110080,8,1,0,1,25,0,0
15-10-2025,South West Delhi,110021,0,1,0,1,3,0,0
15-10-2025,South West Delhi,110022,1,0,0,0,0,0,0
15-10-2025,South West Delhi,110023,1,0,0,1,15,2,10
15-10-2025,South West Delhi,110028,2,1,0,1,11,0,22
15-10-2025,South West Delhi,110029,1,0,0,2,9,1,5
15-10-2025,South West Delhi,110037,3,0,0,4,36,17,15
15-10-2025,South West Delhi,110043,23,4,0,13,99,38,71
15-10-2025,South West Delhi,110045,13,2,1,12,79,34,74
15-10-2025,South West Delhi,110046,3,1,0,6,29,8,16
15-10-2025,South West Delhi,110047,1,0,0,0,0,0,0
15-10-2025,South West Delhi,110057,2,0,0,4,11,0,0
15-10-2025,South West Delhi,110061,3,0,0,0,0,0,0
15-10-2025,South West Delhi,110064,2,1,1,5,15,0,0
15-10-2025,South West Delhi,110067,2,0,0,0,0,0,0
15-10-2025,South West Delhi,110070,1,1,0,3,24,8,30
15-10-2025,South West Delhi,110071,1,0,0,3,12,0,0
15-10-2025,South West Delhi,110073,3,0,0,0,17,0,0
15-10-2025,South West Delhi,110075,3,0,0,2,43,9,13
15-10-2025,South West Delhi,110077,3,2,0,5,34,0,0
15-10-2025,South West Delhi,110078,3,3,0,5,45,7,13
15-10-2025,West Delhi,110015,2,2,0,0,0,0,0
15-10-2025,West Delhi,110018,13,2,0,0,0,0,0
15-10-2025,West Delhi,110026,1,1,0,1,13,8,8
15-10-2025,West Delhi,110027,6,2,1,7,53,19,33
15-10-2025,West Delhi,110041,5,2,0,0,0,0,0
15-10-2025,West Delhi,110043,1,0,0,1,11,14,24
15-10-2025,West Delhi,110058,1,1,0,3,22,12,4
15-10-2025,West Delhi,110059,27,10,1,30,260,0,0
15-10-2025,West Delhi,110063,4,0,0,0,0,0,0
15-10-2025,West Delhi,110087,2,0,0,3,27,40,24
15-11-2025,Central Delhi,110002,5,2,0,6,50,30,22
15-11-2025,Central Delhi,110003,9,2,0,4,11,16,14
15-11-2025,Central Delhi,110005,9,0,0,1,34,0,0
15-11-2025,Central Delhi,110008,13,5,0,0,0,0,0
15-11-2025,Central Delhi,110011,1,0,0,0,0,4,4
15-11-2025,Central Delhi,110012,6,0,0,3,14,0,0
15-11-2025,Central Delhi,110055,11,6,1,5,26,19,16
15-11-2025,Central Delhi,110060,1,0,0,0,2,4,8
15-11-2025,East Delhi,110031,14,6,0,0,0,0,0
15-11-2025,East Delhi,110032,9,3,0,1,9,0,22
15-11-2025,East Delhi,110051,10,3,0,0,0,0,0
15-11-2025,East Delhi,110053,2,1,0,0,7,0,0
15-11-2025,East Delhi,110091,23,4,0,11,80,62,54
15-11-2025,East Delhi,110092,38,13,0,7,124,71,62
15-11-2025,East Delhi,110095,21,5,0,3,25,15,35
15-11-2025,East Delhi,110096,24,8,0,10,80,45,46
15-11-2025,New Delhi,110001,0,3,1,4,12,17,8
15-11-2025,New Delhi,110021,3,0,1,1,5,0,0
15-11-2025,North Delhi,110006,23,2,0,16,92,50,84
15-11-2025,North Delhi,110007,8,3,0,12,98,66,66
15-11-2025,North Delhi,110054,3,1,0,1,18,12,17
15-11-2025,North Delhi,110084,31,12,0,18,89,27,42
15-11-2025,North East,110053,16,0,0,0,0,0,0
15-11-2025,North East,110093,9,1,0,0,16,0,0
15-11-2025,North East,110094,21,3,0,2,106,10,110
15-11-2025,North East Delhi,110032,17,4,0,9,22,0,0
15-11-2025,North East Delhi,110053,28,14,0,12,92,54,56
15-11-2025,North East Delhi,110090,1,0,0,0,1,0,0
15-11-2025,North East Delhi,110093,29,7,0,0,0,0,0
15-11-2025,North East Delhi,110094,48,23,1,0,0,0,0
